ID,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Accuracy,Time
11,"{'filter_height': 1, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.7921,196.35261034965515
12,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}",0.7701,196.69833397865295
13,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}",0.73656,179.3149130344391
14,"{'filter_height': 7, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}",0.78442,354.5110785961151
15,"{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}",0.6902800000000001,164.088312625885
16,"{'filter_height': 5, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}",0.80802,187.89863276481628
17,"{'filter_height': 7, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}",0.8042199999999999,178.67741513252258
18,"{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}",0.8022600000000001,234.27042031288147
19,"{'filter_height': 3, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}",0.8129000000000002,262.6881670951843
20,"{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}",0.76956,284.0374240875244
21,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}",0.81768,440.5788435935974
22,"{'filter_height': 7, 'filter_width': 7, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}",0.77706,189.32042336463928
23,"{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}",0.8112600000000001,271.833505153656
24,"{'filter_height': 7, 'filter_width': 7, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}",0.81274,187.98284125328064
25,"{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}",0.75588,228.4169464111328
26,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}",0.79888,373.4618499279022
27,"{'filter_height': 7, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}",0.74372,167.12648177146912
28,"{'filter_height': 5, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}",0.8059000000000001,182.59880137443542
29,"{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}",0.7878400000000001,233.60118532180786
30,"{'filter_height': 1, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}",0.7660199999999999,226.14806604385376
31,"{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}",0.64546,162.6323437690735
32,"{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}",0.7367,168.13069677352905
33,"{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.7374799999999999,169.91733312606812
34,"{'filter_height': 5, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}",0.82388,532.9333953857422
35,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}",0.82308,290.0226638317108
36,"{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}",0.79512,179.82288455963135
37,"{'filter_height': 1, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}",0.72204,175.42529702186584
38,"{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}",0.7614,192.72289943695068
39,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.7476,165.83112692832947
40,"{'filter_height': 3, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}",0.69844,165.79116415977478
41,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}",0.8470599999999999,284.6297399997711
42,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.8088000000000001,349.7439205646515
43,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}",0.79394,173.74936699867249
44,"{'filter_height': 7, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}",0.8135,236.79736590385437
45,"{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}",0.7394799999999999,433.88467240333557
46,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}",0.78974,184.31502652168274
47,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}",0.8087800003433226,172.6214520931244
48,"{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}",0.7282599999999999,215.3271951675415
49,"{'filter_height': 7, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}",0.7296200000572204,172.9871106147766
50,"{'filter_height': 1, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}",0.71036,673.5245449542999
51,"{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}",0.7975000000000001,340.9151291847229
52,"{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.7807999999999999,186.13737654685974
